TransactionID,InvoiceNo,Date,Time,GuestCount,OrderType,SalesChannel,GrossSales,ServiceCharge,DiscountType,DiscountAmount,AmountDue,NetSales
74427,002-000033656,28/03/2026,20:43:06,4,Dine In,Walk-in,"₱1,310.00",₱116.96,nan,₱0.00,"₱1,426.96","₱1,310.00"
74423,002-000033655,28/03/2026,11:32:38,2,Dine In,Walk-in,"₱2,631.00",₱234.91,nan,₱0.00,"₱2,865.91","₱2,631.00"
74420,002-000033654,28/03/2026,17:04:32,1,Dine In,Walk-in,₱390.00,₱34.82,nan,₱0.00,₱424.82,₱390.00
74417,002-000033653,28/03/2026,17:49:39,1,Dine In,Walk-in,"₱1,815.00",₱162.05,nan,₱0.00,"₱1,977.05","₱1,815.00"
74415,002-000033652,28/03/2026,18:56:06,6,Dine In,Walk-in,₱890.00,₱79.46,nan,₱0.00,₱969.46,₱890.00
74412,002-000033651,28/03/2026,11:37:59,4,Dine In,Walk-in,"₱1,935.00",₱172.77,nan,₱0.00,"₱2,107.77","₱1,935.00"
74408,002-000033650,28/03/2026,12:17:20,1,Dine In,Walk-in,"₱2,203.00",₱196.70,nan,₱0.00,"₱2,399.70","₱2,203.00"
74406,002-000033649,28/03/2026,12:21:30,1,Dine In,Walk-in,₱935.00,₱83.48,nan,₱0.00,"₱1,018.48",₱935.00
74405,002-000033648,28/03/2026,19:43:04,3,Dine In,Walk-in,₱875.00,₱78.12,nan,₱0.00,₱953.12,₱875.00
74404,002-000033647,28/03/2026,17:31:47,5,Dine In,Walk-in,"₱2,920.00",₱260.71,nan,₱0.00,"₱3,180.71","₱2,920.00"
74401,002-000033646,28/03/2026,19:36:08,3,Dine In,Walk-in,"₱3,260.00",₱291.07,nan,₱0.00,"₱3,551.07","₱3,260.00"
74399,002-000033645,28/03/2026,19:07:13,3,Dine In,Walk-in,"₱2,160.00",₱192.86,nan,₱0.00,"₱2,352.86","₱2,160.00"
74395,002-000033644,28/03/2026,12:46:27,2,Dine In,Walk-in,"₱1,518.00",₱135.54,nan,₱0.00,"₱1,653.54","₱1,518.00"
74393,002-000033643,28/03/2026,11:50:31,3,Dine In,Walk-in,₱920.00,₱82.14,nan,₱0.00,"₱1,002.14",₱920.00
74392,002-000033642,28/03/2026,20:25:10,2,Dine In,Walk-in,"₱4,370.00",₱390.18,nan,₱0.00,"₱4,760.18","₱4,370.00"
74389,002-000033641,28/03/2026,20:26:10,3,Dine In,Walk-in,"₱2,535.00",₱226.34,Senior Citizen,₱507.00,"₱2,254.34","₱2,535.00"
74387,002-000033640,28/03/2026,20:25:12,1,Dine In,Walk-in,"₱1,660.00",₱148.21,nan,₱0.00,"₱1,808.21","₱1,660.00"
74385,002-000033639,28/03/2026,18:50:41,3,Dine In,Walk-in,"₱1,410.00",₱125.89,Employee Discount,₱282.00,"₱1,253.89","₱1,410.00"
74382,002-000033638,28/03/2026,18:19:27,5,Dine In,Walk-in,"₱1,315.00",₱117.41,nan,₱0.00,"₱1,432.41","₱1,315.00"
74378,002-000033637,28/03/2026,13:30:38,1,Dine In,Walk-in,"₱2,108.00",₱188.21,Employee Discount,₱421.60,"₱1,874.61","₱2,108.00"
74376,002-000033636,28/03/2026,20:16:22,5,Dine In,Walk-in,"₱1,035.00",₱92.41,nan,₱0.00,"₱1,127.41","₱1,035.00"
74374,002-000033635,28/03/2026,19:47:07,4,Dine In,Walk-in,"₱1,925.00",₱171.87,nan,₱0.00,"₱2,096.87","₱1,925.00"
74372,002-000033634,28/03/2026,18:22:45,1,Dine In,Walk-in,₱0.00,₱0.00,PWD,₱0.00,₱0.00,₱0.00
74368,002-000033633,27/03/2026,12:13:11,4,Dine In,Walk-in,"₱2,255.00",₱201.34,nan,₱0.00,"₱2,456.34","₱2,255.00"
74367,002-000033632,27/03/2026,18:49:16,5,Take Out,Walk-in,"₱1,795.00",₱160.27,PWD,₱359.00,"₱1,596.27","₱1,795.00"
74364,002-000033631,27/03/2026,17:16:40,4,Dine In,Walk-in,"₱1,280.00",₱114.29,nan,₱0.00,"₱1,394.29","₱1,280.00"
74362,002-000033630,27/03/2026,12:22:50,3,Dine In,Walk-in,₱255.00,₱22.77,nan,₱0.00,₱277.77,₱255.00
74359,002-000033629,27/03/2026,12:13:34,3,Dine In,Walk-in,"₱1,325.00",₱118.30,nan,₱0.00,"₱1,443.30","₱1,325.00"
74355,002-000033628,27/03/2026,17:02:18,3,Dine In,Walk-in,"₱2,055.00",₱183.48,nan,₱0.00,"₱2,238.48","₱2,055.00"
74353,002-000033627,27/03/2026,18:28:16,1,Dine In,Walk-in,"₱1,815.00",₱162.05,nan,₱0.00,"₱1,977.05","₱1,815.00"
74352,002-000033626,27/03/2026,11:46:59,1,Dine In,Walk-in,"₱3,130.00",₱279.46,nan,₱0.00,"₱3,409.46","₱3,130.00"
74349,002-000033625,27/03/2026,19:24:08,1,Dine In,Walk-in,₱790.00,₱70.54,nan,₱0.00,₱860.54,₱790.00
74347,002-000033624,27/03/2026,13:04:39,3,Dine In,Walk-in,"₱1,215.00",₱108.48,nan,₱0.00,"₱1,323.48","₱1,215.00"
74344,002-000033623,27/03/2026,17:14:59,5,Dine In,Walk-in,"₱2,205.00",₱196.87,nan,₱0.00,"₱2,401.87","₱2,205.00"
74340,002-000033622,27/03/2026,20:57:39,3,Dine In,Walk-in,"₱3,315.00",₱295.98,nan,₱0.00,"₱3,610.98","₱3,315.00"
74336,002-000033621,27/03/2026,18:41:39,3,Dine In,Walk-in,"₱2,100.00",₱187.50,nan,₱0.00,"₱2,287.50","₱2,100.00"
74332,002-000033620,27/03/2026,11:43:04,3,Dine In,Walk-in,₱910.00,₱81.25,nan,₱0.00,₱991.25,₱910.00
74329,002-000033619,27/03/2026,20:08:59,2,Dine In,Walk-in,"₱1,580.00",₱141.07,nan,₱0.00,"₱1,721.07","₱1,580.00"
74326,002-000033618,27/03/2026,11:18:50,6,Dine In,Walk-in,"₱2,475.00",₱220.98,nan,₱0.00,"₱2,695.98","₱2,475.00"
74324,002-000033617,27/03/2026,20:07:22,3,Dine In,Walk-in,"₱2,545.00",₱227.23,nan,₱0.00,"₱2,772.23","₱2,545.00"
74322,002-000033616,27/03/2026,13:05:45,2,Dine In,Walk-in,"₱1,785.00",₱159.37,nan,₱0.00,"₱1,944.37","₱1,785.00"
74321,002-000033615,26/03/2026,18:00:21,4,Dine In,Walk-in,"₱2,180.00",₱194.64,nan,₱0.00,"₱2,374.64","₱2,180.00"
74319,002-000033614,26/03/2026,12:18:57,6,Dine In,Walk-in,₱830.00,₱74.11,nan,₱0.00,₱904.11,₱830.00
74316,002-000033613,26/03/2026,12:04:25,3,Dine In,Walk-in,"₱2,765.00",₱246.87,nan,₱0.00,"₱3,011.87","₱2,765.00"
74314,002-000033612,26/03/2026,17:02:07,2,Dine In,Walk-in,"₱2,810.00",₱250.89,Employee Discount,₱562.00,"₱2,498.89","₱2,810.00"
74312,002-000033611,26/03/2026,20:30:55,3,Dine In,Walk-in,₱725.00,₱64.73,nan,₱0.00,₱789.73,₱725.00
74309,002-000033610,26/03/2026,13:01:44,3,Take Out,Walk-in,₱589.00,₱52.59,nan,₱0.00,₱641.59,₱589.00
74307,002-000033609,26/03/2026,17:08:33,2,Dine In,Walk-in,"₱1,665.00",₱148.66,nan,₱0.00,"₱1,813.66","₱1,665.00"
74306,002-000033608,26/03/2026,13:42:04,3,Take Out,Walk-in,"₱1,140.00",₱101.79,nan,₱0.00,"₱1,241.79","₱1,140.00"
74303,002-000033607,26/03/2026,13:18:28,6,Dine In,Walk-in,"₱1,795.00",₱160.27,Senior Citizen,₱359.00,"₱1,596.27","₱1,795.00"
74299,002-000033606,26/03/2026,18:01:32,5,Dine In,Walk-in,"₱2,045.00",₱182.59,nan,₱0.00,"₱2,227.59","₱2,045.00"
74296,002-000033605,26/03/2026,11:50:54,3,Dine In,Walk-in,"₱1,570.00",₱140.18,nan,₱0.00,"₱1,710.18","₱1,570.00"
74295,002-000033604,26/03/2026,17:03:11,4,Dine In,Walk-in,"₱1,185.00",₱105.80,nan,₱0.00,"₱1,290.80","₱1,185.00"
74294,002-000033603,26/03/2026,17:15:53,5,Dine In,Walk-in,"₱1,945.00",₱173.66,nan,₱0.00,"₱2,118.66","₱1,945.00"
74290,002-000033602,26/03/2026,18:57:51,2,Dine In,Walk-in,"₱1,459.00",₱130.27,nan,₱0.00,"₱1,589.27","₱1,459.00"
74286,002-000033601,26/03/2026,20:07:45,6,Dine In,Walk-in,₱675.00,₱60.27,PWD,₱135.00,₱600.27,₱675.00
74284,002-000033600,26/03/2026,20:14:09,5,Dine In,Walk-in,"₱1,300.00",₱116.07,nan,₱0.00,"₱1,416.07","₱1,300.00"
74205,002-000033599,25/03/2026,12:17:36,2,Dine In,Walk-in,"₱2,445.00",₱218.30,nan,₱0.00,"₱2,663.30","₱2,445.00"
74203,002-000033598,25/03/2026,18:58:00,6,Dine In,Walk-in,₱409.00,₱36.52,Senior Citizen,₱81.80,₱363.72,₱409.00
74201,002-000033597,25/03/2026,18:11:28,3,Dine In,Walk-in,"₱1,085.00",₱96.87,nan,₱0.00,"₱1,181.87","₱1,085.00"
74197,002-000033596,25/03/2026,20:06:18,4,Dine In,Walk-in,"₱1,850.00",₱165.18,nan,₱0.00,"₱2,015.18","₱1,850.00"
74195,002-000033595,25/03/2026,13:40:30,1,Dine In,Walk-in,"₱3,730.00",₱333.04,nan,₱0.00,"₱4,063.04","₱3,730.00"
74193,002-000033594,25/03/2026,18:34:24,6,Dine In,Walk-in,"₱1,140.00",₱101.79,nan,₱0.00,"₱1,241.79","₱1,140.00"
74190,002-000033593,25/03/2026,11:06:40,5,Dine In,Walk-in,"₱1,230.00",₱109.82,nan,₱0.00,"₱1,339.82","₱1,230.00"
74187,002-000033592,25/03/2026,11:35:20,3,Delivery,FoodPanda,"₱2,730.00",₱243.75,nan,₱0.00,"₱2,973.75","₱2,730.00"
74185,002-000033591,25/03/2026,18:53:47,1,Dine In,Walk-in,"₱1,995.00",₱178.12,nan,₱0.00,"₱2,173.12","₱1,995.00"
74182,002-000033590,25/03/2026,12:16:05,6,Dine In,Walk-in,₱495.00,₱44.20,nan,₱0.00,₱539.20,₱495.00
74181,002-000033589,25/03/2026,20:14:52,4,Dine In,Walk-in,"₱2,850.00",₱254.46,nan,₱0.00,"₱3,104.46","₱2,850.00"
74178,002-000033588,25/03/2026,19:51:26,3,Take Out,Walk-in,"₱1,215.00",₱108.48,nan,₱0.00,"₱1,323.48","₱1,215.00"
74176,002-000033587,25/03/2026,17:51:49,6,Dine In,Walk-in,"₱1,400.00",₱125.00,nan,₱0.00,"₱1,525.00","₱1,400.00"
74173,002-000033586,25/03/2026,20:53:55,6,Dine In,Walk-in,"₱1,000.00",₱89.29,nan,₱0.00,"₱1,089.29","₱1,000.00"
74171,002-000033585,25/03/2026,19:02:55,1,Dine In,Walk-in,₱170.00,₱15.18,nan,₱0.00,₱185.18,₱170.00
74167,002-000033584,25/03/2026,12:47:30,1,Dine In,Walk-in,"₱2,640.00",₱235.71,Employee Discount,₱528.00,"₱2,347.71","₱2,640.00"
74163,002-000033583,25/03/2026,19:23:22,4,Dine In,Walk-in,"₱1,014.00",₱90.54,Senior Citizen,₱202.80,₱901.74,"₱1,014.00"
74159,002-000033582,24/03/2026,20:40:58,2,Dine In,Walk-in,₱545.00,₱48.66,nan,₱0.00,₱593.66,₱545.00
74157,002-000033581,24/03/2026,17:14:07,6,Dine In,Walk-in,"₱1,414.00",₱126.25,nan,₱0.00,"₱1,540.25","₱1,414.00"
74154,002-000033580,24/03/2026,20:10:30,4,Dine In,Walk-in,"₱1,290.00",₱115.18,nan,₱0.00,"₱1,405.18","₱1,290.00"
74153,002-000033579,24/03/2026,17:33:39,1,Dine In,Walk-in,₱100.00,₱8.93,nan,₱0.00,₱108.93,₱100.00
74150,002-000033578,24/03/2026,20:35:14,2,Dine In,Walk-in,"₱1,390.00",₱124.11,nan,₱0.00,"₱1,514.11","₱1,390.00"
74148,002-000033577,24/03/2026,18:18:33,1,Dine In,Walk-in,₱485.00,₱43.30,nan,₱0.00,₱528.30,₱485.00
74145,002-000033576,24/03/2026,18:25:13,2,Dine In,Walk-in,"₱2,395.00",₱213.84,nan,₱0.00,"₱2,608.84","₱2,395.00"
74141,002-000033575,24/03/2026,18:34:46,4,Dine In,Walk-in,"₱1,335.00",₱119.20,nan,₱0.00,"₱1,454.20","₱1,335.00"
74140,002-000033574,24/03/2026,12:47:33,3,Dine In,Walk-in,"₱1,650.00",₱147.32,nan,₱0.00,"₱1,797.32","₱1,650.00"
74138,002-000033573,24/03/2026,11:29:59,1,Dine In,Walk-in,₱620.00,₱55.36,nan,₱0.00,₱675.36,₱620.00
74136,002-000033572,24/03/2026,20:22:47,6,Dine In,Walk-in,₱710.00,₱63.39,nan,₱0.00,₱773.39,₱710.00
74134,002-000033571,24/03/2026,11:36:05,2,Dine In,Walk-in,"₱1,455.00",₱129.91,nan,₱0.00,"₱1,584.91","₱1,455.00"
74131,002-000033570,24/03/2026,20:25:58,6,Take Out,Walk-in,"₱1,970.00",₱175.89,nan,₱0.00,"₱2,145.89","₱1,970.00"
74130,002-000033569,24/03/2026,13:11:26,5,Dine In,Walk-in,₱595.00,₱53.12,nan,₱0.00,₱648.12,₱595.00
74126,002-000033568,24/03/2026,13:10:49,1,Dine In,Walk-in,"₱2,360.00",₱210.71,nan,₱0.00,"₱2,570.71","₱2,360.00"
74123,002-000033567,23/03/2026,18:23:22,6,Take Out,Walk-in,₱300.00,₱26.79,nan,₱0.00,₱326.79,₱300.00
74121,002-000033566,23/03/2026,11:50:32,4,Delivery,FoodPanda,₱840.00,₱75.00,nan,₱0.00,₱915.00,₱840.00
74117,002-000033565,23/03/2026,20:16:38,5,Dine In,Walk-in,"₱2,948.00",₱263.21,nan,₱0.00,"₱3,211.21","₱2,948.00"
74116,002-000033564,23/03/2026,13:13:16,4,Dine In,Walk-in,"₱1,385.00",₱123.66,nan,₱0.00,"₱1,508.66","₱1,385.00"
74113,002-000033563,23/03/2026,19:25:25,6,Dine In,Walk-in,"₱3,355.00",₱299.55,nan,₱0.00,"₱3,654.55","₱3,355.00"
74111,002-000033562,23/03/2026,13:39:05,3,Dine In,Walk-in,"₱2,355.00",₱210.27,nan,₱0.00,"₱2,565.27","₱2,355.00"
74108,002-000033561,23/03/2026,12:01:50,5,Dine In,Walk-in,"₱1,495.00",₱133.48,nan,₱0.00,"₱1,628.48","₱1,495.00"
74104,002-000033560,23/03/2026,13:07:45,4,Dine In,Walk-in,"₱2,730.00",₱243.75,nan,₱0.00,"₱2,973.75","₱2,730.00"
74103,002-000033559,23/03/2026,13:23:03,2,Dine In,Walk-in,"₱3,535.00",₱315.62,nan,₱0.00,"₱3,850.62","₱3,535.00"
74102,002-000033558,23/03/2026,12:15:50,4,Dine In,Walk-in,"₱1,645.00",₱146.87,nan,₱0.00,"₱1,791.87","₱1,645.00"
74100,002-000033557,23/03/2026,18:42:35,6,Dine In,Walk-in,₱925.00,₱82.59,nan,₱0.00,"₱1,007.59",₱925.00
74097,002-000033556,23/03/2026,19:30:51,3,Dine In,Walk-in,"₱1,880.00",₱167.86,nan,₱0.00,"₱2,047.86","₱1,880.00"
74093,002-000033555,23/03/2026,19:51:07,5,Delivery,FoodPanda,₱520.00,₱46.43,nan,₱0.00,₱566.43,₱520.00
74091,002-000033554,23/03/2026,13:59:04,6,Take Out,Walk-in,₱995.00,₱88.84,nan,₱0.00,"₱1,083.84",₱995.00
74089,002-000033553,23/03/2026,19:13:02,2,Dine In,Walk-in,"₱1,365.00",₱121.87,Employee Discount,₱273.00,"₱1,213.87","₱1,365.00"
74086,002-000033552,23/03/2026,19:36:48,6,Dine In,Walk-in,₱770.00,₱68.75,nan,₱0.00,₱838.75,₱770.00
74084,002-000033551,22/03/2026,12:10:10,4,Dine In,Walk-in,"₱2,490.00",₱222.32,nan,₱0.00,"₱2,712.32","₱2,490.00"
74080,002-000033550,22/03/2026,19:43:45,6,Dine In,Walk-in,"₱2,835.00",₱253.12,Employee Discount,₱567.00,"₱2,521.12","₱2,835.00"
74078,002-000033549,22/03/2026,18:57:26,3,Dine In,Walk-in,"₱2,480.00",₱221.43,nan,₱0.00,"₱2,701.43","₱2,480.00"
74076,002-000033548,22/03/2026,20:24:53,2,Dine In,Walk-in,"₱2,475.00",₱220.98,nan,₱0.00,"₱2,695.98","₱2,475.00"
74074,002-000033547,22/03/2026,11:20:03,2,Dine In,Walk-in,"₱1,830.00",₱163.39,nan,₱0.00,"₱1,993.39","₱1,830.00"
74071,002-000033546,22/03/2026,17:46:00,3,Take Out,Walk-in,"₱1,700.00",₱151.79,nan,₱0.00,"₱1,851.79","₱1,700.00"
74068,002-000033545,22/03/2026,11:08:56,4,Dine In,Walk-in,₱470.00,₱41.96,nan,₱0.00,₱511.96,₱470.00
74064,002-000033544,22/03/2026,19:33:20,2,Dine In,Walk-in,"₱1,470.00",₱131.25,nan,₱0.00,"₱1,601.25","₱1,470.00"
74061,002-000033543,22/03/2026,20:10:30,5,Dine In,Walk-in,"₱3,395.00",₱303.12,nan,₱0.00,"₱3,698.12","₱3,395.00"
74059,002-000033542,22/03/2026,17:09:36,4,Dine In,Walk-in,"₱3,425.00",₱305.80,Senior Citizen,₱685.00,"₱3,045.80","₱3,425.00"
74058,002-000033541,22/03/2026,12:20:33,5,Dine In,Walk-in,₱705.00,₱62.95,nan,₱0.00,₱767.95,₱705.00
74057,002-000033540,22/03/2026,18:32:05,4,Dine In,Walk-in,"₱1,135.00",₱101.34,nan,₱0.00,"₱1,236.34","₱1,135.00"
74055,002-000033539,22/03/2026,18:27:30,1,Delivery,FoodPanda,"₱1,990.00",₱177.68,Employee Discount,₱398.00,"₱1,769.68","₱1,990.00"
74054,002-000033538,22/03/2026,20:32:44,3,Dine In,Walk-in,"₱2,175.00",₱194.20,nan,₱0.00,"₱2,369.20","₱2,175.00"
74051,002-000033537,22/03/2026,17:35:27,1,Dine In,Walk-in,"₱1,445.00",₱129.02,nan,₱0.00,"₱1,574.02","₱1,445.00"
74049,002-000033536,22/03/2026,13:36:59,2,Dine In,Walk-in,"₱1,300.00",₱116.07,nan,₱0.00,"₱1,416.07","₱1,300.00"
74047,002-000033535,22/03/2026,12:07:42,2,Dine In,Walk-in,"₱1,760.00",₱157.14,nan,₱0.00,"₱1,917.14","₱1,760.00"
74045,002-000033534,22/03/2026,19:54:54,6,Dine In,Walk-in,"₱2,065.00",₱184.37,nan,₱0.00,"₱2,249.37","₱2,065.00"
74042,002-000033533,22/03/2026,20:06:41,4,Take Out,Walk-in,"₱1,905.00",₱170.09,nan,₱0.00,"₱2,075.09","₱1,905.00"
74038,002-000033532,22/03/2026,12:44:16,4,Dine In,Walk-in,"₱2,030.00",₱181.25,nan,₱0.00,"₱2,211.25","₱2,030.00"
74034,002-000033531,22/03/2026,12:14:29,6,Dine In,Walk-in,"₱1,050.00",₱93.75,Senior Citizen,₱210.00,₱933.75,"₱1,050.00"
74032,002-000033530,22/03/2026,13:22:36,2,Dine In,Walk-in,₱260.00,₱23.21,nan,₱0.00,₱283.21,₱260.00
74029,002-000033529,22/03/2026,20:03:34,5,Dine In,Walk-in,"₱1,203.00",₱107.41,Senior Citizen,₱240.60,"₱1,069.81","₱1,203.00"
74027,002-000033528,22/03/2026,13:26:48,3,Dine In,Walk-in,₱820.00,₱73.21,nan,₱0.00,₱893.21,₱820.00
74026,002-000033527,22/03/2026,13:16:12,3,Dine In,Walk-in,"₱1,275.00",₱113.84,nan,₱0.00,"₱1,388.84","₱1,275.00"
74022,002-000033526,21/03/2026,13:13:10,1,Dine In,Walk-in,"₱1,340.00",₱119.64,nan,₱0.00,"₱1,459.64","₱1,340.00"
74019,002-000033525,21/03/2026,13:40:44,4,Take Out,Walk-in,₱895.00,₱79.91,nan,₱0.00,₱974.91,₱895.00
74018,002-000033524,21/03/2026,17:41:41,6,Dine In,Walk-in,"₱2,050.00",₱183.04,nan,₱0.00,"₱2,233.04","₱2,050.00"
74016,002-000033523,21/03/2026,18:38:25,6,Dine In,Walk-in,"₱1,235.00",₱110.27,Employee Discount,₱247.00,"₱1,098.27","₱1,235.00"
74015,002-000033522,21/03/2026,13:02:06,6,Dine In,Walk-in,"₱1,560.00",₱139.29,nan,₱0.00,"₱1,699.29","₱1,560.00"
74011,002-000033521,21/03/2026,17:36:34,1,Dine In,Walk-in,₱875.00,₱78.12,Employee Discount,₱175.00,₱778.12,₱875.00
74010,002-000033520,21/03/2026,17:49:09,6,Dine In,Walk-in,"₱1,460.00",₱130.36,nan,₱0.00,"₱1,590.36","₱1,460.00"
74006,002-000033519,21/03/2026,11:27:26,5,Dine In,Walk-in,₱795.00,₱70.98,nan,₱0.00,₱865.98,₱795.00
74002,002-000033518,21/03/2026,11:21:04,4,Dine In,Walk-in,"₱2,165.00",₱193.30,nan,₱0.00,"₱2,358.30","₱2,165.00"
73998,002-000033517,21/03/2026,12:14:53,1,Dine In,Walk-in,₱710.00,₱63.39,nan,₱0.00,₱773.39,₱710.00
73994,002-000033516,21/03/2026,12:14:49,6,Dine In,Walk-in,"₱1,680.00",₱150.00,nan,₱0.00,"₱1,830.00","₱1,680.00"
73990,002-000033515,21/03/2026,20:52:15,4,Dine In,Walk-in,"₱3,005.00",₱268.30,nan,₱0.00,"₱3,273.30","₱3,005.00"
73987,002-000033514,21/03/2026,11:06:58,5,Dine In,Walk-in,₱630.00,₱56.25,nan,₱0.00,₱686.25,₱630.00
73983,002-000033513,21/03/2026,18:17:25,2,Dine In,Walk-in,"₱1,695.00",₱151.34,nan,₱0.00,"₱1,846.34","₱1,695.00"
73981,002-000033512,21/03/2026,13:36:09,4,Dine In,Walk-in,"₱1,310.00",₱116.96,nan,₱0.00,"₱1,426.96","₱1,310.00"
73978,002-000033511,21/03/2026,19:03:55,6,Dine In,Walk-in,"₱1,300.00",₱116.07,nan,₱0.00,"₱1,416.07","₱1,300.00"
73975,002-000033510,21/03/2026,17:08:08,2,Dine In,Walk-in,"₱1,145.00",₱102.23,nan,₱0.00,"₱1,247.23","₱1,145.00"
73972,002-000033509,21/03/2026,17:30:03,4,Take Out,Walk-in,"₱1,105.00",₱98.66,nan,₱0.00,"₱1,203.66","₱1,105.00"
73970,002-000033508,21/03/2026,17:02:22,6,Dine In,Walk-in,"₱1,110.00",₱99.11,nan,₱0.00,"₱1,209.11","₱1,110.00"
73967,002-000033507,21/03/2026,12:29:26,3,Dine In,Walk-in,"₱1,835.00",₱163.84,nan,₱0.00,"₱1,998.84","₱1,835.00"
73963,002-000033506,21/03/2026,13:13:09,4,Dine In,Walk-in,"₱1,340.00",₱119.64,nan,₱0.00,"₱1,459.64","₱1,340.00"
73959,002-000033505,21/03/2026,19:26:02,1,Dine In,Walk-in,"₱2,220.00",₱198.21,nan,₱0.00,"₱2,418.21","₱2,220.00"
73955,002-000033504,21/03/2026,19:25:30,2,Dine In,Walk-in,"₱1,960.00",₱175.00,nan,₱0.00,"₱2,135.00","₱1,960.00"
73954,002-000033503,21/03/2026,19:03:30,5,Dine In,Walk-in,₱725.00,₱64.73,nan,₱0.00,₱789.73,₱725.00
73864,002-000033502,20/03/2026,12:57:32,1,Dine In,Walk-in,₱445.00,₱39.73,nan,₱0.00,₱484.73,₱445.00
73860,002-000033501,20/03/2026,13:52:14,1,Dine In,Walk-in,₱345.00,₱30.80,nan,₱0.00,₱375.80,₱345.00
73858,002-000033500,20/03/2026,17:24:26,5,Dine In,Walk-in,"₱1,835.00",₱163.84,Senior Citizen,₱367.00,"₱1,631.84","₱1,835.00"
73856,002-000033499,20/03/2026,12:04:19,5,Dine In,Walk-in,"₱2,499.00",₱223.12,nan,₱0.00,"₱2,722.12","₱2,499.00"
73852,002-000033498,20/03/2026,18:34:21,6,Delivery,FoodPanda,"₱1,380.00",₱123.21,nan,₱0.00,"₱1,503.21","₱1,380.00"
73850,002-000033497,20/03/2026,11:43:47,4,Dine In,Walk-in,"₱2,120.00",₱189.29,nan,₱0.00,"₱2,309.29","₱2,120.00"
73848,002-000033496,20/03/2026,18:41:50,6,Dine In,Walk-in,"₱3,090.00",₱275.89,nan,₱0.00,"₱3,365.89","₱3,090.00"
73846,002-000033495,20/03/2026,17:19:06,3,Dine In,Walk-in,"₱1,240.00",₱110.71,nan,₱0.00,"₱1,350.71","₱1,240.00"
73844,002-000033494,20/03/2026,11:11:39,1,Dine In,Walk-in,"₱1,855.00",₱165.62,nan,₱0.00,"₱2,020.62","₱1,855.00"
73841,002-000033493,20/03/2026,11:58:10,4,Dine In,Walk-in,"₱1,510.00",₱134.82,Senior Citizen,₱302.00,"₱1,342.82","₱1,510.00"
73840,002-000033492,20/03/2026,18:14:56,1,Dine In,Walk-in,₱670.00,₱59.82,nan,₱0.00,₱729.82,₱670.00
73838,002-000033491,20/03/2026,11:05:18,3,Dine In,Walk-in,"₱1,370.00",₱122.32,nan,₱0.00,"₱1,492.32","₱1,370.00"
73836,002-000033490,20/03/2026,17:16:32,1,Dine In,Walk-in,₱395.00,₱35.27,nan,₱0.00,₱430.27,₱395.00
73834,002-000033489,20/03/2026,19:51:58,6,Dine In,Walk-in,"₱2,320.00",₱207.14,nan,₱0.00,"₱2,527.14","₱2,320.00"
73832,002-000033488,20/03/2026,19:50:06,3,Dine In,Walk-in,"₱1,143.00",₱102.05,nan,₱0.00,"₱1,245.05","₱1,143.00"
73829,002-000033487,20/03/2026,13:56:18,6,Dine In,Walk-in,"₱2,730.00",₱243.75,Employee Discount,₱546.00,"₱2,427.75","₱2,730.00"
73828,002-000033486,20/03/2026,17:47:12,2,Dine In,Walk-in,₱610.00,₱54.46,nan,₱0.00,₱664.46,₱610.00
73826,002-000033485,20/03/2026,17:56:21,3,Dine In,Walk-in,"₱2,180.00",₱194.64,nan,₱0.00,"₱2,374.64","₱2,180.00"
73824,002-000033484,19/03/2026,19:27:57,1,Dine In,Walk-in,₱620.00,₱55.36,Senior Citizen,₱124.00,₱551.36,₱620.00
73822,002-000033483,19/03/2026,12:51:12,6,Dine In,Walk-in,"₱1,538.00",₱137.32,nan,₱0.00,"₱1,675.32","₱1,538.00"
73821,002-000033482,19/03/2026,12:37:22,5,Delivery,FoodPanda,₱673.00,₱60.09,nan,₱0.00,₱733.09,₱673.00
73819,002-000033481,19/03/2026,17:30:46,1,Dine In,Walk-in,"₱2,020.00",₱180.36,nan,₱0.00,"₱2,200.36","₱2,020.00"
73818,002-000033480,19/03/2026,12:13:18,6,Dine In,Walk-in,"₱2,130.00",₱190.18,nan,₱0.00,"₱2,320.18","₱2,130.00"
73815,002-000033479,19/03/2026,19:12:07,6,Dine In,Walk-in,₱435.00,₱38.84,nan,₱0.00,₱473.84,₱435.00
73814,002-000033478,19/03/2026,18:47:27,2,Dine In,Walk-in,₱780.00,₱69.64,nan,₱0.00,₱849.64,₱780.00
73813,002-000033477,19/03/2026,12:17:59,2,Dine In,Walk-in,"₱1,445.00",₱129.02,nan,₱0.00,"₱1,574.02","₱1,445.00"
73811,002-000033476,19/03/2026,20:52:36,2,Dine In,Walk-in,"₱1,875.00",₱167.41,nan,₱0.00,"₱2,042.41","₱1,875.00"
73808,002-000033475,19/03/2026,17:23:44,6,Delivery,FoodPanda,"₱2,800.00",₱250.00,nan,₱0.00,"₱3,050.00","₱2,800.00"
73807,002-000033474,19/03/2026,17:39:35,6,Dine In,Walk-in,"₱2,048.00",₱182.86,nan,₱0.00,"₱2,230.86","₱2,048.00"
73806,002-000033473,19/03/2026,20:46:16,6,Dine In,Walk-in,₱975.00,₱87.05,nan,₱0.00,"₱1,062.05",₱975.00
