TransactionID,PaymentMethod,PaymentProvider,Amount
73120,Cash,Cash,"₱1,987.95"
73121,Cash,Cash,"₱2,047.86"
73123,Credit Card,Visa,"₱1,132.86"
73125,Credit Card,Visa,"₱1,590.36"
73129,Cash,Cash,"₱2,826.70"
73131,Cash,Cash,"₱2,189.46"
73134,Cash,Cash,₱522.86
73138,Credit Card,Visa,"₱1,486.87"
73140,E-wallet,GCash,"₱2,309.29"
73141,E-wallet,GCash,"₱1,647.00"
73141,Credit Card,Mastercard,"₱2,013.00"
73145,Credit Card,Mastercard,₱386.70
73146,Credit Card,Visa,₱424.82
73148,E-wallet,GCash,"₱1,475.98"
73152,E-wallet,GCash,₱925.89
73154,E-wallet,GCash,"₱2,045.36"
73156,E-wallet,GCash,"₱1,868.12"
73158,Cash,Cash,"₱3,529.29"
73160,E-wallet,GCash,"₱1,023.93"
73163,E-wallet,GCash,₱786.74
73163,Credit Card,Mastercard,₱961.56
73164,Credit Card,Visa,"₱2,521.70"
73166,E-wallet,GCash,₱808.79
73166,Credit Card,Mastercard,₱988.53
73170,Credit Card,Visa,"₱1,012.90"
73174,E-wallet,GCash,₱599.11
73176,E-wallet,GCash,₱960.75
73176,Credit Card,Mastercard,"₱1,174.25"
73178,Cash,Cash,"₱1,808.21"
73179,Credit Card,Mastercard,"₱3,447.59"
73181,Credit Card,Visa,"₱5,664.29"
73183,E-wallet,GCash,"₱1,900.80"
73186,Credit Card,Visa,"₱1,465.09"
73188,Credit Card,Visa,"₱1,078.39"
73189,Cash,Cash,"₱2,875.71"
73193,Credit Card,Visa,"₱1,726.52"
73195,Cash,Cash,"₱2,358.30"
73197,Cash,Cash,"₱2,325.62"
73201,E-wallet,GCash,"₱1,809.70"
73204,E-wallet,GCash,"₱1,791.87"
73206,Cash,Cash,"₱1,661.16"
73208,Cash,Cash,₱343.12
73209,Credit Card,Mastercard,"₱1,862.68"
73210,E-wallet,GCash,₱874.97
73210,Credit Card,Mastercard,"₱1,069.40"
73211,Cash,Cash,"₱1,808.21"
73213,Credit Card,Visa,"₱1,285.02"
73217,Credit Card,Mastercard,₱98.04
73221,E-wallet,GCash,"₱1,143.75"
73222,E-wallet,GCash,"₱4,760.18"
73224,Credit Card,Mastercard,"₱1,889.91"
73226,E-wallet,GCash,₱853.71
73227,Credit Card,Mastercard,"₱2,276.61"
73228,E-wallet,GCash,₱751.61
73230,E-wallet,GCash,₱642.13
73230,Credit Card,Mastercard,₱784.83
73232,Cash,Cash,"₱1,399.73"
73236,E-wallet,GCash,"₱3,050.25"
73238,Cash,Cash,"₱2,031.52"
73241,Credit Card,Mastercard,"₱1,170.98"
73242,Credit Card,Mastercard,"₱2,510.80"
73244,E-wallet,GCash,"₱1,034.82"
73245,E-wallet,GCash,"₱2,075.09"
73248,E-wallet,GCash,"₱1,236.34"
73249,E-wallet,GCash,₱470.57
73249,Credit Card,Mastercard,₱575.14
73250,Cash,Cash,"₱1,203.66"
73251,Credit Card,Visa,"₱2,205.80"
73253,Credit Card,Visa,"₱2,875.71"
73255,Credit Card,Visa,"₱1,247.23"
73257,E-wallet,GCash,₱916.41
73257,Credit Card,Mastercard,"₱1,120.05"
73258,E-wallet,GCash,"₱3,050.00"
73260,Credit Card,Mastercard,"₱2,080.54"
73264,Credit Card,Mastercard,₱662.29
73268,E-wallet,GCash,₱901.93
73268,Credit Card,Mastercard,"₱1,102.36"
73270,Credit Card,Visa,"₱3,845.18"
73274,E-wallet,GCash,"₱3,000.98"
73364,Cash,Cash,"₱1,885.29"
73368,E-wallet,GCash,"₱3,333.21"
73370,Cash,Cash,"₱1,601.25"
73374,E-wallet,GCash,"₱1,169.08"
73374,Credit Card,Mastercard,"₱1,428.87"
73376,E-wallet,GCash,"₱2,227.59"
73380,E-wallet,GCash,₱178.92
73380,Credit Card,Mastercard,₱218.67
73382,Credit Card,Mastercard,₱871.50
73384,E-wallet,GCash,₱716.32
73384,Credit Card,Mastercard,₱875.50
73387,Cash,Cash,₱942.64
73389,Cash,Cash,"₱2,352.86"
73393,E-wallet,GCash,₱384.79
73393,Credit Card,Mastercard,₱470.30
73396,Cash,Cash,₱473.84
73397,E-wallet,GCash,"₱5,809.16"
73400,E-wallet,GCash,"₱2,363.75"
73402,Cash,Cash,"₱1,655.71"
73404,Credit Card,Mastercard,"₱1,040.27"
73406,Credit Card,Mastercard,₱844.20
73408,Credit Card,Visa,"₱3,981.34"
73412,Credit Card,Mastercard,"₱1,555.50"
73415,Credit Card,Visa,₱925.89
73417,E-wallet,GCash,"₱1,726.52"
73419,E-wallet,GCash,"₱1,171.53"
73419,Credit Card,Mastercard,"₱1,431.86"
73423,E-wallet,GCash,₱337.68
73427,Credit Card,Visa,₱800.36
73431,Cash,Cash,"₱2,303.84"
73432,E-wallet,GCash,"₱1,568.57"
73434,Cash,Cash,"₱1,192.77"
73435,Cash,Cash,"₱3,180.71"
73437,E-wallet,GCash,"₱1,307.14"
73440,E-wallet,GCash,"₱1,873.57"
73443,Credit Card,Mastercard,₱925.89
73446,Credit Card,Visa,"₱1,339.82"
73449,E-wallet,GCash,"₱1,640.73"
73453,E-wallet,GCash,₱208.33
73453,Credit Card,Mastercard,₱254.62
73455,Credit Card,Mastercard,"₱2,243.93"
73457,E-wallet,GCash,"₱1,090.65"
73457,Credit Card,Mastercard,"₱1,333.01"
73461,Credit Card,Mastercard,"₱1,121.96"
73463,E-wallet,GCash,"₱1,334.37"
73464,Credit Card,Visa,"₱2,434.55"
73468,E-wallet,GCash,₱142.15
73468,Credit Card,Mastercard,₱173.74
73470,E-wallet,GCash,"₱3,039.11"
73474,Cash,Cash,"₱1,383.39"
73476,Credit Card,Mastercard,"₱1,987.95"
73478,E-wallet,GCash,"₱1,862.68"
73481,Cash,Cash,"₱5,391.96"
73482,Credit Card,Mastercard,"₱2,693.80"
73484,Credit Card,Mastercard,"₱3,088.12"
73485,E-wallet,GCash,"₱1,922.59"
73487,Credit Card,Mastercard,"₱1,835.45"
73491,E-wallet,GCash,₱860.26
73491,Credit Card,Mastercard,"₱1,051.44"
73494,Cash,Cash,"₱1,535.89"
73498,Credit Card,Visa,"₱4,858.21"
73500,E-wallet,GCash,"₱3,011.87"
73501,E-wallet,GCash,₱568.61
73501,Credit Card,Mastercard,₱694.96
73505,Cash,Cash,"₱6,263.39"
73506,E-wallet,GCash,₱757.05
73508,E-wallet,GCash,₱767.95
73511,E-wallet,GCash,"₱1,241.79"
73513,E-wallet,GCash,"₱5,822.23"
73515,Credit Card,Visa,"₱2,151.34"
73516,E-wallet,GCash,₱671.54
73516,Credit Card,Mastercard,₱820.78
73517,E-wallet,GCash,"₱2,657.86"
73521,Cash,Cash,"₱1,051.16"
73525,E-wallet,GCash,"₱1,584.91"
73526,Credit Card,Visa,₱789.73
73527,Credit Card,Visa,"₱1,263.57"
73529,E-wallet,GCash,"₱1,998.84"
73531,Credit Card,Mastercard,"₱2,543.48"
73532,E-wallet,GCash,₱139.70
73532,Credit Card,Mastercard,₱170.75
73536,E-wallet,GCash,₱996.70
73539,Credit Card,Mastercard,"₱1,236.34"
73541,E-wallet,GCash,"₱2,592.27"
73543,Credit Card,Mastercard,"₱1,464.00"
73546,E-wallet,GCash,₱452.05
73549,Credit Card,Visa,"₱1,257.04"
73552,Cash,Cash,"₱2,178.57"
73555,E-wallet,GCash,₱840.65
73555,Credit Card,Mastercard,"₱1,027.47"
73556,Credit Card,Visa,"₱2,565.27"
73558,E-wallet,GCash,"₱3,085.82"
73559,E-wallet,GCash,"₱1,323.48"
73562,Credit Card,Mastercard,"₱1,416.07"
73564,E-wallet,GCash,"₱2,573.98"
73567,E-wallet,GCash,₱443.61
73567,Credit Card,Mastercard,₱542.19
73568,E-wallet,GCash,₱606.84
73568,Credit Card,Mastercard,₱741.70
73571,Credit Card,Mastercard,"₱1,879.02"
73574,Cash,Cash,"₱1,160.09"
73577,E-wallet,GCash,"₱4,019.46"
73579,Cash,Cash,"₱1,497.77"
73580,Credit Card,Visa,"₱2,396.43"
73582,Credit Card,Visa,"₱1,871.95"
73583,E-wallet,GCash,"₱1,786.43"
73585,Credit Card,Mastercard,"₱2,636.07"
73589,E-wallet,GCash,"₱1,802.77"
73592,E-wallet,GCash,"₱2,069.64"
73594,E-wallet,GCash,"₱3,039.11"
73673,Credit Card,Visa,"₱1,062.05"
73677,Cash,Cash,"₱1,443.30"
73679,E-wallet,GCash,"₱3,873.50"
73683,E-wallet,GCash,₱159.31
73683,Credit Card,Mastercard,₱194.71
73686,Credit Card,Mastercard,₱0.00
73687,Credit Card,Mastercard,₱762.50
73690,E-wallet,GCash,₱791.64
73690,Credit Card,Mastercard,₱967.56
73694,Credit Card,Visa,"₱1,062.05"
73695,Credit Card,Visa,₱706.98
73698,Cash,Cash,"₱2,309.29"
73701,E-wallet,GCash,"₱1,133.78"
73701,Credit Card,Mastercard,"₱1,385.74"
73705,Credit Card,Visa,"₱1,454.20"
73707,E-wallet,GCash,"₱3,709.02"
73711,Credit Card,Visa,₱735.27
73713,Credit Card,Visa,"₱3,055.45"
73715,E-wallet,GCash,"₱1,383.39"
73719,E-wallet,GCash,"₱1,023.93"
73722,Credit Card,Visa,"₱6,350.54"
73725,Cash,Cash,"₱2,787.91"
73726,E-wallet,GCash,₱433.81
73726,Credit Card,Mastercard,₱530.21
73728,E-wallet,GCash,"₱1,088.19"
73728,Credit Card,Mastercard,"₱1,330.02"
73732,E-wallet,GCash,₱708.31
73732,Credit Card,Mastercard,₱865.71
73735,Credit Card,Mastercard,₱675.36
73737,Cash,Cash,₱539.20
73739,E-wallet,GCash,₱397.59
73741,Credit Card,Mastercard,"₱2,075.09"
73743,Cash,Cash,"₱1,993.39"
73745,Cash,Cash,"₱2,679.64"
73747,Credit Card,Visa,"₱3,295.09"
73750,Credit Card,Visa,"₱1,884.46"
73753,E-wallet,GCash,₱666.64
73753,Credit Card,Mastercard,₱814.79
73757,Credit Card,Visa,"₱3,570.48"
73761,E-wallet,GCash,"₱1,868.12"
73763,Credit Card,Visa,"₱2,532.59"
73766,E-wallet,GCash,"₱1,494.55"
73766,Credit Card,Mastercard,"₱1,826.68"
73768,Credit Card,Mastercard,"₱1,960.87"
73770,E-wallet,GCash,₱970.56
73770,Credit Card,Mastercard,"₱1,186.23"
73773,Credit Card,Mastercard,₱980.36
73777,E-wallet,GCash,"₱1,289.46"
73778,E-wallet,GCash,"₱2,249.37"
73780,E-wallet,GCash,"₱2,200.36"
73782,E-wallet,GCash,"₱1,160.09"
73784,Cash,Cash,"₱1,094.73"
73786,Cash,Cash,"₱1,933.48"
73788,Credit Card,Mastercard,"₱1,895.36"
73790,Credit Card,Mastercard,"₱1,029.37"
73792,E-wallet,GCash,"₱1,680.75"
73795,Credit Card,Visa,"₱2,390.98"
73797,E-wallet,GCash,"₱1,021.04"
73797,Credit Card,Mastercard,"₱1,247.94"
73799,Credit Card,Visa,₱860.54
73801,Credit Card,Visa,"₱2,380.09"
73805,E-wallet,GCash,"₱1,181.87"
73806,Cash,Cash,"₱1,062.05"
73807,E-wallet,GCash,"₱2,230.86"
73808,Credit Card,Mastercard,"₱3,050.00"
73811,E-wallet,GCash,"₱2,042.41"
73813,Cash,Cash,"₱1,574.02"
73814,Credit Card,Mastercard,₱849.64
73815,Credit Card,Visa,₱473.84
73818,E-wallet,GCash,"₱2,320.18"
73819,Cash,Cash,"₱2,200.36"
73821,Cash,Cash,₱733.09
73822,E-wallet,GCash,"₱1,675.32"
73824,E-wallet,GCash,₱551.36
73826,Credit Card,Mastercard,"₱2,374.64"
73828,Credit Card,Visa,₱664.46
73829,E-wallet,GCash,"₱2,427.75"
73832,E-wallet,GCash,"₱1,245.05"
73834,Cash,Cash,"₱2,527.14"
73836,Credit Card,Visa,₱430.27
73838,E-wallet,GCash,"₱1,492.32"
73840,E-wallet,GCash,₱729.82
73841,Cash,Cash,"₱1,342.82"
73844,Credit Card,Mastercard,"₱2,020.62"
73846,Credit Card,Mastercard,"₱1,350.71"
73848,Credit Card,Visa,"₱3,365.89"
73850,E-wallet,GCash,"₱1,039.18"
73850,Credit Card,Mastercard,"₱1,270.11"
73852,E-wallet,GCash,₱676.44
73852,Credit Card,Mastercard,₱826.77
73856,E-wallet,GCash,"₱1,224.95"
73856,Credit Card,Mastercard,"₱1,497.17"
73858,Cash,Cash,"₱1,631.84"
73860,Credit Card,Mastercard,₱375.80
73864,Cash,Cash,₱484.73
73954,E-wallet,GCash,₱789.73
73955,E-wallet,GCash,"₱2,135.00"
73959,E-wallet,GCash,"₱2,418.21"
73963,Credit Card,Mastercard,"₱1,459.64"
73967,Credit Card,Visa,"₱1,998.84"
73970,Cash,Cash,"₱1,209.11"
73972,Cash,Cash,"₱1,203.66"
73975,Credit Card,Visa,"₱1,247.23"
73978,Credit Card,Mastercard,"₱1,416.07"
73981,Cash,Cash,"₱1,426.96"
73983,E-wallet,GCash,"₱1,846.34"
73987,E-wallet,GCash,₱308.81
73987,Credit Card,Mastercard,₱377.44
73990,E-wallet,GCash,"₱1,472.99"
73990,Credit Card,Mastercard,"₱1,800.31"
73994,E-wallet,GCash,₱823.50
73994,Credit Card,Mastercard,"₱1,006.50"
73998,E-wallet,GCash,₱348.03
73998,Credit Card,Mastercard,₱425.36
74002,Credit Card,Mastercard,"₱2,358.30"
74006,Credit Card,Visa,₱865.98
74010,E-wallet,GCash,"₱1,590.36"
74011,Credit Card,Mastercard,₱778.12
74015,Cash,Cash,"₱1,699.29"
74016,Credit Card,Mastercard,"₱1,098.27"
74018,Credit Card,Mastercard,"₱2,233.04"
74019,E-wallet,GCash,₱438.71
74019,Credit Card,Mastercard,₱536.20
74022,E-wallet,GCash,"₱1,459.64"
74026,Cash,Cash,"₱1,388.84"
74027,E-wallet,GCash,₱401.94
74027,Credit Card,Mastercard,₱491.27
74029,E-wallet,GCash,₱481.41
74029,Credit Card,Mastercard,₱588.40
74032,E-wallet,GCash,₱283.21
74034,E-wallet,GCash,₱933.75
74038,Cash,Cash,"₱2,211.25"
74042,Cash,Cash,"₱2,075.09"
74045,Credit Card,Visa,"₱2,249.37"
74047,E-wallet,GCash,"₱1,917.14"
74049,Credit Card,Mastercard,"₱1,416.07"
74051,Credit Card,Mastercard,"₱1,574.02"
74054,Cash,Cash,"₱2,369.20"
74055,Credit Card,Mastercard,"₱1,769.68"
74057,Credit Card,Mastercard,"₱1,236.34"
74058,Cash,Cash,₱767.95
74059,Credit Card,Visa,"₱3,045.80"
74061,Credit Card,Visa,"₱3,698.12"
74064,E-wallet,GCash,₱720.56
74064,Credit Card,Mastercard,₱880.69
74068,Credit Card,Mastercard,₱511.96
74071,E-wallet,GCash,₱833.31
74071,Credit Card,Mastercard,"₱1,018.48"
74074,E-wallet,GCash,₱897.03
74074,Credit Card,Mastercard,"₱1,096.36"
74076,Cash,Cash,"₱2,695.98"
74078,Credit Card,Visa,"₱2,701.43"
74080,Cash,Cash,"₱2,521.12"
74084,Credit Card,Mastercard,"₱2,712.32"
74086,Credit Card,Mastercard,₱838.75
74089,E-wallet,GCash,₱546.24
74089,Credit Card,Mastercard,₱667.63
74091,Credit Card,Mastercard,"₱1,083.84"
74093,E-wallet,GCash,₱566.43
74097,Cash,Cash,"₱2,047.86"
74100,Credit Card,Mastercard,"₱1,007.59"
74102,E-wallet,GCash,₱806.34
74102,Credit Card,Mastercard,₱985.53
74103,E-wallet,GCash,"₱3,850.62"
74104,E-wallet,GCash,"₱1,338.19"
74104,Credit Card,Mastercard,"₱1,635.56"
74108,Cash,Cash,"₱1,628.48"
74111,Cash,Cash,"₱2,565.27"
74113,Credit Card,Visa,"₱3,654.55"
74116,Credit Card,Mastercard,"₱1,508.66"
74117,Cash,Cash,"₱3,211.21"
74121,E-wallet,GCash,₱411.75
74121,Credit Card,Mastercard,₱503.25
74123,Cash,Cash,₱326.79
74126,Credit Card,Visa,"₱2,570.71"
74130,Cash,Cash,₱648.12
74131,Credit Card,Mastercard,"₱2,145.89"
74134,E-wallet,GCash,₱713.21
74134,Credit Card,Mastercard,₱871.70
74136,E-wallet,GCash,₱773.39
74138,Credit Card,Mastercard,₱675.36
74140,Credit Card,Mastercard,"₱1,797.32"
74141,Credit Card,Visa,"₱1,454.20"
74145,Credit Card,Mastercard,"₱2,608.84"
74148,Credit Card,Visa,₱528.30
74150,E-wallet,GCash,"₱1,514.11"
74153,Credit Card,Mastercard,₱108.93
74154,Cash,Cash,"₱1,405.18"
74157,Cash,Cash,"₱1,540.25"
74159,E-wallet,GCash,₱593.66
74163,Credit Card,Visa,₱901.74
74167,Credit Card,Visa,"₱2,347.71"
74171,Credit Card,Visa,₱185.18
74173,E-wallet,GCash,"₱1,089.29"
74176,E-wallet,GCash,₱686.25
74176,Credit Card,Mastercard,₱838.75
74178,Credit Card,Mastercard,"₱1,323.48"
74181,Credit Card,Mastercard,"₱3,104.46"
74182,Cash,Cash,₱539.20
74185,Cash,Cash,"₱2,173.12"
74187,Cash,Cash,"₱2,973.75"
74190,E-wallet,GCash,₱602.92
74190,Credit Card,Mastercard,₱736.90
74193,Cash,Cash,"₱1,241.79"
74195,E-wallet,GCash,"₱4,063.04"
74197,Credit Card,Mastercard,"₱2,015.18"
74201,Cash,Cash,"₱1,181.87"
74203,Cash,Cash,₱363.72
74205,E-wallet,GCash,"₱2,663.30"
74284,Credit Card,Visa,"₱1,416.07"
74286,Credit Card,Visa,₱600.27
74290,E-wallet,GCash,"₱1,589.27"
74294,E-wallet,GCash,₱953.40
74294,Credit Card,Mastercard,"₱1,165.26"
74295,E-wallet,GCash,"₱1,290.80"
74296,Credit Card,Visa,"₱1,710.18"
74299,E-wallet,GCash,"₱1,002.42"
74299,Credit Card,Mastercard,"₱1,225.17"
74303,E-wallet,GCash,"₱1,596.27"
74306,Credit Card,Mastercard,"₱1,241.79"
74307,E-wallet,GCash,"₱1,813.66"
74309,E-wallet,GCash,₱288.72
74309,Credit Card,Mastercard,₱352.87
74312,E-wallet,GCash,₱355.38
74312,Credit Card,Mastercard,₱434.35
74314,Cash,Cash,"₱2,498.89"
74316,E-wallet,GCash,"₱1,355.34"
74316,Credit Card,Mastercard,"₱1,656.53"
74319,Credit Card,Visa,₱904.11
74321,Cash,Cash,"₱2,374.64"
74322,Credit Card,Mastercard,"₱1,944.37"
74324,E-wallet,GCash,"₱2,772.23"
74326,E-wallet,GCash,"₱2,695.98"
74329,E-wallet,GCash,₱774.48
74329,Credit Card,Mastercard,₱946.59
74332,Cash,Cash,₱991.25
74336,E-wallet,GCash,"₱1,029.38"
74336,Credit Card,Mastercard,"₱1,258.12"
74340,E-wallet,GCash,"₱1,624.94"
74340,Credit Card,Mastercard,"₱1,986.04"
74344,Credit Card,Visa,"₱2,401.87"
74347,Credit Card,Mastercard,"₱1,323.48"
74349,E-wallet,GCash,₱860.54
74352,E-wallet,GCash,"₱3,409.46"
74353,Credit Card,Visa,"₱1,977.05"
74355,Credit Card,Visa,"₱2,238.48"
74359,E-wallet,GCash,"₱1,443.30"
74362,Credit Card,Visa,₱277.77
74364,Cash,Cash,"₱1,394.29"
74367,E-wallet,GCash,₱718.32
74367,Credit Card,Mastercard,₱877.95
74368,E-wallet,GCash,"₱1,105.35"
74368,Credit Card,Mastercard,"₱1,350.99"
74372,Cash,Cash,₱0.00
74374,Cash,Cash,"₱2,096.87"
74376,Cash,Cash,"₱1,127.41"
74378,Credit Card,Visa,"₱1,874.61"
74382,Credit Card,Mastercard,"₱1,432.41"
74385,E-wallet,GCash,"₱1,253.89"
74387,E-wallet,GCash,₱813.69
74387,Credit Card,Mastercard,₱994.52
74389,Credit Card,Mastercard,"₱2,254.34"
74392,Credit Card,Visa,"₱4,760.18"
74393,E-wallet,GCash,₱450.96
74393,Credit Card,Mastercard,₱551.18
74395,E-wallet,GCash,₱744.09
74395,Credit Card,Mastercard,₱909.45
74399,Credit Card,Visa,"₱2,352.86"
74401,E-wallet,GCash,"₱1,597.98"
74401,Credit Card,Mastercard,"₱1,953.09"
74404,Cash,Cash,"₱3,180.71"
74405,Credit Card,Visa,₱953.12
74406,E-wallet,GCash,₱458.32
74406,Credit Card,Mastercard,₱560.16
74408,Credit Card,Visa,"₱2,399.70"
74412,Cash,Cash,"₱2,107.77"
74415,Cash,Cash,₱969.46
74417,Credit Card,Visa,"₱1,977.05"
74420,Credit Card,Mastercard,₱424.82
74423,Cash,Cash,"₱2,865.91"
74427,Cash,Cash,"₱1,426.96"
74430,E-wallet,GCash,₱517.41
74434,Credit Card,Visa,"₱1,258.12"
74436,Credit Card,Mastercard,"₱4,182.86"
74437,E-wallet,GCash,"₱1,884.46"
74438,E-wallet,GCash,"₱2,690.54"
74440,Credit Card,Mastercard,"₱1,187.32"
74443,Cash,Cash,₱599.11
74445,E-wallet,GCash,₱865.17
74445,Credit Card,Mastercard,"₱1,057.42"
74448,E-wallet,GCash,₱703.40
74448,Credit Card,Mastercard,₱859.72
74451,Credit Card,Visa,₱392.14
74452,Credit Card,Mastercard,"₱1,018.48"
74456,E-wallet,GCash,"₱1,574.02"
74457,Credit Card,Mastercard,"₱1,156.07"
74460,E-wallet,GCash,"₱1,900.80"
74463,Credit Card,Mastercard,"₱1,699.29"
74465,Credit Card,Mastercard,"₱2,303.84"
74469,Credit Card,Visa,"₱2,298.39"
74471,Credit Card,Visa,"₱2,565.27"
74472,Credit Card,Mastercard,₱762.50
74474,E-wallet,GCash,"₱1,294.07"
74474,Credit Card,Mastercard,"₱1,581.64"
74478,Cash,Cash,"₱1,677.50"
74480,Cash,Cash,"₱3,627.32"
74482,E-wallet,GCash,"₱2,494.46"
74485,E-wallet,GCash,₱637.23
74485,Credit Card,Mastercard,₱778.84
74489,Credit Card,Visa,₱957.48
74493,E-wallet,GCash,"₱3,997.68"
74497,Cash,Cash,"₱1,606.70"
74499,E-wallet,GCash,"₱2,990.09"
74501,Credit Card,Visa,₱887.77
74505,E-wallet,GCash,₱742.62
74505,Credit Card,Mastercard,₱907.65
74508,Credit Card,Visa,"₱1,160.09"
74512,Cash,Cash,"₱1,661.16"
74513,Credit Card,Visa,"₱2,407.32"
74514,Cash,Cash,"₱1,018.23"
74516,E-wallet,GCash,₱745.07
74516,Credit Card,Mastercard,₱910.64
74519,E-wallet,GCash,₱428.90
74519,Credit Card,Mastercard,₱524.22
74521,Credit Card,Mastercard,₱600.27
74525,E-wallet,GCash,₱392.14
74525,Credit Card,Mastercard,₱479.29
74527,Credit Card,Visa,₱750.52
74529,Credit Card,Mastercard,"₱1,323.48"
74532,E-wallet,GCash,"₱1,909.25"
74532,Credit Card,Mastercard,"₱2,333.52"
74534,E-wallet,GCash,₱563.71
74534,Credit Card,Mastercard,₱688.97
74536,Credit Card,Visa,"₱1,383.39"
74538,E-wallet,GCash,"₱1,416.07"
74539,Credit Card,Mastercard,"₱1,333.93"
74543,Credit Card,Mastercard,"₱2,576.16"
74544,E-wallet,GCash,"₱1,612.14"
74548,Cash,Cash,"₱1,922.59"
74552,Cash,Cash,"₱1,328.93"
74554,Credit Card,Visa,₱245.09
74555,Credit Card,Visa,"₱2,870.27"
74558,Credit Card,Visa,"₱1,731.96"
74561,Credit Card,Visa,"₱1,786.43"
74563,E-wallet,GCash,"₱1,802.77"
74564,E-wallet,GCash,"₱2,853.93"
74565,Credit Card,Visa,"₱1,225.45"
74569,E-wallet,GCash,"₱1,928.04"
74573,E-wallet,GCash,"₱1,454.20"
74574,Cash,Cash,"₱2,124.11"
74576,Cash,Cash,"₱1,165.54"
74654,Credit Card,Visa,"₱1,416.07"
74655,Credit Card,Mastercard,"₱1,301.70"
74658,Credit Card,Visa,"₱2,755.89"
74659,E-wallet,GCash,"₱5,598.93"
74663,Cash,Cash,"₱2,145.89"
74664,Credit Card,Mastercard,"₱1,285.36"
74665,Cash,Cash,"₱1,247.23"
74668,Credit Card,Visa,"₱2,309.29"
74669,E-wallet,GCash,"₱2,739.55"
74672,E-wallet,GCash,"₱5,326.61"
74673,Credit Card,Mastercard,"₱2,458.87"
74675,E-wallet,GCash,"₱3,779.82"
74678,Credit Card,Mastercard,"₱2,298.39"
74680,E-wallet,GCash,"₱1,541.34"
74681,Credit Card,Mastercard,"₱3,692.68"
74682,Credit Card,Visa,"₱2,832.14"
74683,E-wallet,GCash,"₱1,036.24"
74683,Credit Card,Mastercard,"₱1,266.51"
74685,E-wallet,GCash,"₱1,080.84"
74685,Credit Card,Mastercard,"₱1,321.03"
74686,E-wallet,GCash,₱781.83
74686,Credit Card,Mastercard,₱955.58
74687,Credit Card,Mastercard,₱163.39
74688,E-wallet,GCash,₱767.95
74690,E-wallet,GCash,"₱1,313.68"
74690,Credit Card,Mastercard,"₱1,605.61"
74692,Credit Card,Mastercard,"₱2,663.30"
74694,E-wallet,GCash,₱975.46
74694,Credit Card,Mastercard,"₱1,192.22"
74696,E-wallet,GCash,"₱1,285.74"
74696,Credit Card,Mastercard,"₱1,571.46"
74698,E-wallet,GCash,₱730.37
74698,Credit Card,Mastercard,₱892.67
74701,Credit Card,Visa,"₱1,220.00"
74704,E-wallet,GCash,"₱1,748.30"
74707,Cash,Cash,"₱4,667.59"
74711,E-wallet,GCash,"₱3,431.25"
74713,E-wallet,GCash,"₱2,821.25"
74714,E-wallet,GCash,"₱1,552.23"
74717,Credit Card,Mastercard,"₱2,282.05"
74719,Credit Card,Visa,₱266.87
74722,E-wallet,GCash,"₱1,165.54"
74725,Credit Card,Mastercard,"₱3,807.05"
74727,E-wallet,GCash,₱651.94
74727,Credit Card,Mastercard,₱796.81
74729,Credit Card,Mastercard,"₱1,107.16"
74731,Credit Card,Visa,"₱2,652.41"
74733,E-wallet,GCash,"₱1,925.30"
74734,Credit Card,Visa,"₱1,377.95"
74736,Credit Card,Mastercard,"₱2,221.44"
74738,Credit Card,Mastercard,"₱1,083.84"
74739,Credit Card,Mastercard,"₱1,482.52"
74743,E-wallet,GCash,"₱2,685.09"
74746,Cash,Cash,₱858.16
74747,Credit Card,Visa,"₱2,625.18"
74748,Credit Card,Mastercard,"₱1,622.95"
74750,E-wallet,GCash,₱382.34
74750,Credit Card,Mastercard,₱467.30
74752,Credit Card,Visa,"₱1,759.20"
74755,Credit Card,Mastercard,"₱2,069.64"
74758,E-wallet,GCash,"₱1,120.50"
74760,Credit Card,Visa,"₱3,104.46"
74764,E-wallet,GCash,"₱2,298.80"
74766,Credit Card,Visa,"₱2,341.96"
74767,Credit Card,Visa,"₱1,797.32"
74770,Credit Card,Mastercard,"₱2,788.57"
74772,Cash,Cash,"₱1,023.93"
74774,E-wallet,GCash,"₱3,235.18"
74778,Cash,Cash,"₱2,934.64"
74782,Credit Card,Mastercard,"₱1,462.91"
74783,E-wallet,GCash,"₱1,013.04"
74785,E-wallet,GCash,₱446.06
74785,Credit Card,Mastercard,₱545.19
74786,Credit Card,Visa,"₱7,087.61"
74790,E-wallet,GCash,"₱1,258.34"
74794,E-wallet,GCash,₱759.78
74794,Credit Card,Mastercard,₱928.61
74796,Credit Card,Mastercard,"₱1,802.77"
74797,Cash,Cash,₱706.98
74800,Cash,Cash,"₱4,122.95"
74802,Credit Card,Visa,"₱2,015.18"
74804,E-wallet,GCash,"₱1,134.27"
74804,Credit Card,Mastercard,"₱1,386.34"
74805,Credit Card,Mastercard,"₱1,563.12"
74809,E-wallet,GCash,₱617.62
74809,Credit Card,Mastercard,₱754.88
74812,E-wallet,GCash,"₱2,592.50"
74814,Credit Card,Visa,"₱1,225.45"
74816,Credit Card,Mastercard,₱773.39
74819,E-wallet,GCash,"₱1,350.44"
74819,Credit Card,Mastercard,"₱1,650.54"
74821,Credit Card,Mastercard,"₱2,027.57"
74822,Cash,Cash,"₱2,118.66"
74824,E-wallet,GCash,"₱1,132.86"
74825,E-wallet,GCash,₱946.04
