TransactionID,ProductName,Category,Qty,UnitPrice,SalesAmount
74417,Strawberry Basil Mojito,Cocktail,2,₱0.00,₱0.00
74417,Glass Bulera,Cocktail,2,₱115.00,₱230.00
74417,Chicken Parm,Entree,2,₱495.00,₱990.00
74420,San Mig Light,Beer,2,₱0.00,₱0.00
74420,Caramel Macchiato,Coffee,2,₱195.00,₱390.00
74423,Bunwich Ala UTB,Entree,2,₱375.00,₱750.00
74423,Chicken Parm,Entree,2,₱495.00,₱990.00
74423,Tokwat Porky Pig,Appetizer,1,₱395.00,₱395.00
74423,C3,Drinks,2,₱245.00,₱490.00
74423,Superdry,Beer,1,₱0.00,₱0.00
74427,Cappuccino,Coffee,2,₱185.00,₱370.00
74427,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
74427,Under the Summer Sun,Cocktail,1,₱0.00,₱0.00
74427,Mango Shake,Shake,2,₱225.00,₱450.00
74427,San Mig Super Dry,Beer,1,₱150.00,₱150.00
74430,Container,Packaging,2,₱10.00,₱20.00
74430,Shrimp Po Boy,Burger/Wrap & More,1,₱455.00,₱455.00
74434,Gochujang Chicken Wrap,Burger/Wrap & More,1,₱425.00,₱425.00
74434,Baletea Freeze,Cocktail,2,₱365.00,₱730.00
74436,Tokwat Porky Pig,Entree,1,₱395.00,₱395.00
74436,Asian Chicken,Salad,1,₱365.00,₱365.00
74436,Chixsig Nachos,Appetizer,2,₱395.00,₱790.00
74436,Batwan Beef Stew,Entree,2,₱785.00,"₱1,570.00"
74436,Truffle Parmesan Fries,Appetizer,2,₱325.00,₱650.00
74437,Mango Shake,Shake,2,₱155.00,₱310.00
74437,C3,Drinks,1,₱245.00,₱245.00
74437,Superdry,Beer,1,₱0.00,₱0.00
74437,Honey-Sriracha Chicken,Entree,2,₱375.00,₱750.00
74437,Thai Shrimp,Entree,1,₱425.00,₱425.00
74438,Salis Curry Steak,Entree,2,₱425.00,₱850.00
74438,Warm Poke Bowl,Entree,2,₱625.00,"₱1,250.00"
74438,Cappuccino,Coffee,2,₱185.00,₱370.00
74440,Chicken in a Basket,Appetizer,1,₱395.00,₱395.00
74440,Free Chicharon,Promos & Freebies,1,₱0.00,₱0.00
74440,Root Beer Float R18,Beer,2,₱325.00,₱650.00
74443,Sausage Angel,Appetizer,1,₱325.00,₱325.00
74443,Lychee Shake,Shake,1,₱225.00,₱225.00
74445,Happy Hour 595+,Promos & Freebies,1,₱665.00,₱665.00
74445,Dirty Matcha,Coffee,2,₱225.00,₱450.00
74445,Bucket Light,Beer,1,₱650.00,₱650.00
74445,Superdry,Beer,1,₱0.00,₱0.00
74448,Salmon Rice,Entree,2,₱665.00,"₱1,330.00"
74448,Mug Root Beer,Beer,1,₱105.00,₱105.00
74451,Kikiam Ala Carte,Appetizer,2,₱85.00,₱170.00
74451,Tanqueray Gin Shot,Hard Liquor,1,₱190.00,₱190.00
74451,Salis Curry Steak,Entree,1,₱425.00,₱425.00
74452,Tapsi & More,Entree,1,₱425.00,₱425.00
74452,Matcha Frappe,Frappe,2,₱255.00,₱510.00
74456,Sisig Rice Bowl,Entree,2,₱450.00,₱900.00
74456,Beef Salpicao,Entree,1,₱545.00,₱545.00
74457,Bucket Light,Beer,2,₱650.00,"₱1,300.00"
74457,Superdry,Beer,1,₱0.00,₱0.00
74460,Chicken & Waffles,Entree,1,₱425.00,₱425.00
74460,Mac & Cheese,Pasta,2,₱0.00,₱0.00
74460,Batwan Beef Stew,Entree,1,₱725.00,₱725.00
74460,Tailgate Ribs,Entree,1,₱595.00,₱595.00
74463,Bucket Light,Beer,1,₱650.00,₱650.00
74463,San Mig Light,Beer,2,₱0.00,₱0.00
74463,Eves Apple,Mocktails,1,₱295.00,₱295.00
74463,Latte,Coffee,1,₱185.00,₱185.00
74463,Bread Pudding,Dessert,2,₱215.00,₱430.00
74465,Johnnie Walker Black S,Hard Liquor,2,₱195.00,₱390.00
74465,Squash Soup,Soup,1,₱315.00,₱315.00
74465,Lychee Berry Margarita,Cocktail,2,₱355.00,₱710.00
74465,Lychee Berry Margarita,Cocktail,2,₱355.00,₱710.00
74469,Mac & Cheese,Pasta,2,₱445.00,₱890.00
74469,Viet Coffee,Coffee,2,₱195.00,₱390.00
74469,Shrimp Salpicao,Entree,2,₱415.00,₱830.00
74471,Creme Brulee,Dessert,2,₱245.00,₱490.00
74471,Chicken in a Basket,Appetizer,2,₱395.00,₱790.00
74471,Seafood Chowda,Soup,2,₱365.00,₱730.00
74471,Chicken & Waffles,Entree,2,₱425.00,₱850.00
74471,Red Sangria,Cocktail,1,₱345.00,₱345.00
74472,Platter Plain Rice,Side Dish,1,₱295.00,₱295.00
74472,Matcha Frappe,Frappe,1,₱255.00,₱255.00
74472,Cerveza Negra,Beer,1,₱150.00,₱150.00
74474,Sausage Diablo,Appetizer,2,₱360.00,₱720.00
74474,C3,Drinks,2,₱245.00,₱490.00
74474,K. Pork Bowl,Entree,2,₱595.00,"₱1,190.00"
74474,Free Pudding,Promos & Freebies,1,₱0.00,₱0.00
74474,San Mig Light,Beer,1,₱130.00,₱130.00
74478,Schweppes Tonic Water,Drinks,2,₱105.00,₱210.00
74478,SOP,Pizza,1,₱425.00,₱425.00
74478,Pitcher Red Sangria,Cocktail,1,₱650.00,₱650.00
74478,Strawberry Lychee Shake,Shake,1,₱255.00,₱255.00
74480,War Heads,Cocktail,2,₱355.00,₱710.00
74480,Jim Beam Whiskey,Hard Liquor,1,"₱2,600.00","₱2,600.00"
74480,Container,Packaging,2,₱10.00,₱20.00
74482,Chix Ball Ala Carte,Appetizer,2,₱95.00,₱190.00
74482,Squash Soup,Soup,1,₱315.00,₱315.00
74482,K. Pork Bowl,Entree,1,₱585.00,₱585.00
74482,Bucket Pilsen,Beer,2,₱600.00,"₱1,200.00"
74482,San Mig Pilsen,Beer,2,₱0.00,₱0.00
74485,Bunwich Ala UTB,Burger/Wrap & More,1,₱375.00,₱375.00
74485,Strawberry Latte,Coffee,2,₱215.00,₱430.00
74485,Seafood Pesto,Pasta,1,₱495.00,₱495.00
74489,Good Morning Sunshine,Breakfast,1,₱199.00,₱199.00
74489,Bellagio Mochaccino,Coffee,1,₱225.00,₱225.00
74489,Mountain Dew,Drinks,2,₱105.00,₱210.00
74489,Strawberry Matcha Latte,Coffee,1,₱245.00,₱245.00
74493,Batwan Beef Stew,Entree,1,₱725.00,₱725.00
74493,Pork Sisig,Entree,1,₱345.00,₱345.00
74493,Jim Beam Whiskey,Hard Liquor,1,"₱2,600.00","₱2,600.00"
74497,Tailgate Ribs,Entree,1,₱650.00,₱650.00
74497,Xtra Scoop Ice Cream,Dessert,2,₱65.00,₱130.00
74497,San Mig Super Dry,Beer,2,₱150.00,₱300.00
74497,Trash Can,Cocktail,1,₱395.00,₱395.00
74499,Chicken Rice,Entree,2,₱405.00,₱810.00
74499,Matchaholic,Matcha,1,₱0.00,₱0.00
74499,Truffle Pasta,Pasta,1,₱435.00,₱435.00
74499,Bucket Superdry,Beer,2,₱750.00,"₱1,500.00"
74499,Bread Pudding,Dessert,2,₱215.00,₱430.00
74501,Green Mango Shake,Shake,2,₱225.00,₱450.00
74501,Asian Chicken,Salad,1,₱365.00,₱365.00
74505,Black Pepper Beef,Appetizer,1,₱525.00,₱525.00
74505,Seafood Pesto,Pasta,2,₱495.00,₱990.00
74508,Shrimp Salpicao,Entree,1,₱415.00,₱415.00
74508,Pitcher Classic Mojito,Cocktail,1,₱650.00,₱650.00
74512,Spanish Latte,Coffee,2,₱195.00,₱390.00
74512,Beef Salpicao,Entree,1,₱545.00,₱545.00
74512,Coke Zero,Drinks,2,₱105.00,₱210.00
74512,Tanqueray Gin Shot,Hard Liquor,2,₱190.00,₱380.00
74513,Sop,Pizza,1,₱425.00,₱425.00
74513,Pinoy Charcuterie,Appetizer,2,₱495.00,₱990.00
74513,San Mig Super Dry,Beer,2,₱150.00,₱300.00
74513,Pinoy Charcuterie,Appetizer,1,₱495.00,₱495.00
74514,Fish Taco,Appetizer,1,₱395.00,₱395.00
74514,Bucket Assorted,Beer,1,₱750.00,₱750.00
74516,Plain Rice,Add-ons,2,₱65.00,₱130.00
74516,Fish Taco,Appetizer,1,₱395.00,₱395.00
74516,Mango Shake,Shake,1,₱295.00,₱295.00
74516,Grilled Tuna,Entree,2,₱395.00,₱790.00
74519,Yogi Tea,Tea,1,₱125.00,₱125.00
74519,Viet Coffee,Coffee,1,₱200.00,₱200.00
74519,Green Mango Shake,Shake,2,₱275.00,₱550.00
74521,Rum & Coke,Cocktail,1,₱225.00,₱225.00
74521,Negra,Beer,2,₱0.00,₱0.00
74521,Mango Shake,Shake,2,₱225.00,₱450.00
74525,Tapsi & More,Entree,1,₱425.00,₱425.00
74525,Bunwich Ala UTB,Burger/Wrap & More,1,₱375.00,₱375.00
74527,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
74527,Simple Affogato,Coffee,2,₱245.00,₱490.00
74527,Kawali Bowl,Entree,1,₱199.00,₱199.00
74529,BaleteHeat,Cocktail,2,₱0.00,₱0.00
74529,Chicken in a Basket,Appetizer,2,₱395.00,₱790.00
74529,Salis Curry Steak,Entree,1,₱425.00,₱425.00
74532,Egg,Add-ons,2,₱40.00,₱80.00
74532,Bucket Assorted,Beer,1,₱750.00,₱750.00
74532,Sop,Pizza,1,₱425.00,₱425.00
74532,Sisig Rice Bowl,Entree,1,₱450.00,₱450.00
74532,Bone-in PorkChop,Entree,2,"₱1,095.00","₱2,190.00"
74534,Coke Zero,Drinks,1,₱30.00,₱30.00
74534,Grilled Tuna,Entree,2,₱395.00,₱790.00
74534,Baletea,Tea,1,₱205.00,₱205.00
74534,Coke Regular,Drinks,1,₱125.00,₱125.00
74536,Sisig Rice Bowl,Entree,2,₱450.00,₱900.00
74536,Cappuccino,Coffee,2,₱185.00,₱370.00
74536,Free Pudding,Promos & Freebies,1,₱0.00,₱0.00
74538,Dirty Matcha,Coffee,2,₱225.00,₱450.00
74538,Chicken & Waffles,Entree,2,₱425.00,₱850.00
74539,Marrow Brulee,Appetizer,1,₱365.00,₱365.00
74539,Mug Root Beer,Beer,1,₱105.00,₱105.00
74539,Bunwich Ala UTB,Burger/Wrap & More,2,₱375.00,₱750.00
74539,Mango Shake,Shake,2,₱140.00,₱280.00
74539,San Mig Light,Beer,2,₱0.00,₱0.00
74543,Fish Be With U,Entree,1,₱795.00,₱795.00
74543,Salmon Rice,Entree,2,₱665.00,"₱1,330.00"
74543,Free Pudding,Promos & Freebies,1,₱0.00,₱0.00
74543,Viet Coffee,Coffee,1,₱200.00,₱200.00
74543,Egg,Add-ons,1,₱40.00,₱40.00
74544,Boozy Affogato,Boozy Coffee,1,₱375.00,₱375.00
74544,Beef Salpicao,Entree,1,₱545.00,₱545.00
74544,Mango Shake,Shake,2,₱280.00,₱560.00
74548,Pitcher Red Sangria,Cocktail,2,₱650.00,"₱1,300.00"
74548,Cappuccino,Coffee,2,₱185.00,₱370.00
74548,Plain Rice,Add-ons,1,₱65.00,₱65.00
74552,Coke Zero,Drinks,2,₱105.00,₱210.00
74552,Fish Be With U,Entree,1,₱795.00,₱795.00
74552,Bottled Water,Drinks,1,₱65.00,₱65.00
74552,Cerveza Negra,Beer,1,₱150.00,₱150.00
74554,Strawberry Basil Mojito,Cocktail,1,₱0.00,₱0.00
74554,Rootbeer Float Rated G,Drinks,1,₱225.00,₱225.00
74555,Taco,Appetizer,1,₱345.00,₱345.00
74555,San Mig Light,Beer,2,₱130.00,₱260.00
74555,Container,Packaging,2,₱10.00,₱20.00
74555,Bucket Assorted,Beer,2,₱750.00,"₱1,500.00"
74555,Strawberry Frappe,Frappe,2,₱255.00,₱510.00
74558,Matcha Frappe,Frappe,2,₱255.00,₱510.00
74558,Chicharon,Appetizer,2,₱145.00,₱290.00
74558,Tokwat Porky Pig,Appetizer,2,₱395.00,₱790.00
74558,BaleteHeat,Cocktail,2,₱0.00,₱0.00
74561,Bucket Assorted,Beer,1,₱750.00,₱750.00
74561,Chixsig Nachos,Appetizer,1,₱395.00,₱395.00
74561,Mac & Cheese,Pasta,2,₱445.00,₱890.00
74563,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
74563,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
74563,Coke Zero,Drinks,1,₱105.00,₱105.00
74563,Tailgate Ribs,Entree,2,₱595.00,"₱1,190.00"
74564,Black Pepper Beef,Appetizer,1,₱525.00,₱525.00
74564,Mango Shake,Shake,2,₱295.00,₱590.00
74564,San Mig Light,Beer,2,₱130.00,₱260.00
74564,Tokwat Porky Pig,Entree,1,₱395.00,₱395.00
74564,SOP,Pizza,2,₱425.00,₱850.00
74565,Bunwich Ala UTB,Burger/Wrap & More,2,₱375.00,₱750.00
74565,Honey-Sriracha Chicken,Salad,1,₱375.00,₱375.00
74569,Salted Caramel Frappe,Frappe,2,₱255.00,₱510.00
74569,UT-Pork Bowl,Entree,1,₱595.00,₱595.00
74569,Murica,Coffee,1,₱150.00,₱150.00
74569,Salmon Rice,Entree,1,₱665.00,₱665.00
74573,Caesar,Salad,2,₱365.00,₱730.00
74573,Murica,Entree,1,₱150.00,₱150.00
74573,Shrimp Po Boy,Burger/Wrap & More,1,₱455.00,₱455.00
74573,Negra,Beer,1,₱0.00,₱0.00
74573,Free Chicharon,Promos & Freebies,1,₱0.00,₱0.00
74574,Pitcher Red Sangria,Cocktail,1,₱650.00,₱650.00
74574,Pitcher Classic Mojito,Cocktail,2,₱650.00,"₱1,300.00"
74576,San Mig Pilsen,Beer,2,₱120.00,₱240.00
74576,Vegetable Arrabbiata,Pasta,2,₱415.00,₱830.00
74654,Tokwat Porky Pig,Appetizer,2,₱395.00,₱790.00
74654,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
74655,Truffle Parmesan Fries,Appetizer,1,₱325.00,₱325.00
74655,Tokwat Porky Pig,Appetizer,2,₱395.00,₱790.00
74655,Mountain Dew,Drinks,2,₱105.00,₱210.00
74658,Oxtail Soup,Soup,1,₱795.00,₱795.00
74658,Truffle Parmesan Fries,Appetizer,2,₱325.00,₱650.00
74658,Pitcher Classic Mojito,Cocktail,1,₱650.00,₱650.00
74658,Bunwich Ala UTB,Entree,1,₱375.00,₱375.00
74658,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
74659,Beef Salpicao,Entree,2,₱545.00,"₱1,090.00"
74659,Black Pepper Beef,Appetizer,2,₱585.00,"₱1,170.00"
74659,Banana Peanut Butter,Frappe,2,₱275.00,₱550.00
74659,Bucket Superdry,Beer,2,₱750.00,"₱1,500.00"
74659,Sisig Rice Bowl,Entree,2,₱415.00,₱830.00
74663,Salis Curry Steak,Entree,2,₱425.00,₱850.00
74663,Chicken Parm,Entree,2,₱495.00,₱990.00
74663,Xtra Scoop Ice Cream,Dessert,2,₱65.00,₱130.00
74664,Chixsig Nachos,Appetizer,1,₱395.00,₱395.00
74664,Batwan Beef Stew,Entree,1,₱785.00,₱785.00
74664,Free Chicharon,Promos & Freebies,1,₱0.00,₱0.00
74665,Negra,Beer,1,₱0.00,₱0.00
74665,Tequila Sunrise,Cocktail,1,₱0.00,₱0.00
74665,Caesar,Salad,2,₱365.00,₱730.00
74665,Sisig Rice Bowl,Entree,1,₱415.00,₱415.00
74668,Fries,Side Dish,1,₱95.00,₱95.00
74668,Pitcher Classic Mojito,Cocktail,1,₱650.00,₱650.00
74668,UTB Burger,Burger/Wrap & More,2,₱425.00,₱850.00
74668,Superdry,Beer,2,₱0.00,₱0.00
74668,Black Pepper Beef,Appetizer,1,₱525.00,₱525.00
74669,Mango Tapioca,Dessert,1,₱245.00,₱245.00
74669,Balete Salpicao,Entree,2,₱545.00,"₱1,090.00"
74669,San Mig Pilsen,Beer,1,₱120.00,₱120.00
74669,Mango Shake,Shake,1,₱240.00,₱240.00
74669,Cajun Pasta,Pasta,2,₱425.00,₱850.00
74672,Mango Shake,Shake,2,₱225.00,₱450.00
74672,Surf & Turf,Entree,2,"₱1,195.00","₱2,390.00"
74672,Container,Packaging,1,₱10.00,₱10.00
74672,Trash Can,Dessert,2,₱395.00,₱790.00
74672,Warm Poke Bowl,Entree,2,₱625.00,"₱1,250.00"
74673,Caesar,Salad,2,₱365.00,₱730.00
74673,Negra,Beer,2,₱0.00,₱0.00
74673,Strawberry Latte,Coffee,2,₱215.00,₱430.00
74673,Bone-In Porkchop,Entree,1,"₱1,095.00","₱1,095.00"
74673,Matcha Frappe,Frappe,2,₱255.00,₱510.00
74675,Bone-in PorkChop,Entree,2,"₱1,095.00","₱2,190.00"
74675,Plain Rice,Add-ons,2,₱65.00,₱130.00
74675,UTB Burger,Burger/Wrap & More,2,₱425.00,₱850.00
74675,Cerveza Negra,Beer,2,₱150.00,₱300.00
74678,Chicken Rice,Entree,2,₱405.00,₱810.00
74678,Pitcher Red Sangria,Cocktail,2,₱650.00,"₱1,300.00"
74680,Mango Shake,Shake,2,₱225.00,₱450.00
74680,Truffle Pasta,Pasta,1,₱435.00,₱435.00
74680,Simple Affogato,Coffee,2,₱245.00,₱490.00
74680,Yolo,Shake,2,₱20.00,₱40.00
74681,Mango Shake,Shake,2,₱180.00,₱360.00
74681,K. Beef Bowl,Entree,1,₱895.00,₱895.00
74681,Bucket Pilsen,Beer,2,₱600.00,"₱1,200.00"
74681,Sisig Rice Bowl,Entree,2,₱415.00,₱830.00
74681,Schweppes Soda Water,Drinks,1,₱105.00,₱105.00
74682,Truffle Parmesan Fries,Appetizer,2,₱325.00,₱650.00
74682,Coke Regular,Drinks,2,₱55.00,₱110.00
74682,Warm Poke Bowl,Entree,2,₱625.00,"₱1,250.00"
74682,Coke Zero,Drinks,1,₱30.00,₱30.00
74682,Bread Pudding,Dessert,2,₱215.00,₱430.00
74683,Glass Baletea,Tea,2,₱105.00,₱210.00
74683,Bacon Plate,Breakfast,1,₱199.00,₱199.00
74683,Truffle Pasta,Pasta,1,₱435.00,₱435.00
74683,Murica,Coffee,2,₱150.00,₱300.00
74683,Truffle Pasta,Pasta,2,₱485.00,₱970.00
74685,Trash Can,Dessert,2,₱395.00,₱790.00
74685,K. Pork Bowl,Entree,2,₱585.00,"₱1,170.00"
74685,Bread Pudding,Dessert,1,₱215.00,₱215.00
74686,Dirty Matcha,Coffee,1,₱225.00,₱225.00
74686,Mango Shake,Shake,2,₱280.00,₱560.00
74686,Strawberry Frappe,Frappe,2,₱255.00,₱510.00
74686,Cerveza Negra,Beer,2,₱150.00,₱300.00
74687,Bday Ice Cream,Dessert,1,₱0.00,₱0.00
74687,Cerveza Negra,Beer,1,₱150.00,₱150.00
74688,Coke Regular,Drinks,1,₱55.00,₱55.00
74688,Bucket Light,Beer,1,₱650.00,₱650.00
74690,Salis Curry Steak,Entree,2,₱425.00,₱850.00
74690,Johnnie Walker Black S,Hard Liquor,1,₱195.00,₱195.00
74690,Batwan Beef Stew,Entree,2,₱725.00,"₱1,450.00"
74690,Mug Root Beer,Beer,1,₱105.00,₱105.00
74690,Egg,Add-ons,2,₱40.00,₱80.00
74692,Batwan Beef Stew,Entree,1,₱725.00,₱725.00
74692,Bellagio Mochaccino,Coffee,1,₱225.00,₱225.00
74692,Bucket Light,Beer,2,₱650.00,"₱1,300.00"
74692,Viet Coffee,Coffee,1,₱195.00,₱195.00
74694,Negra,Beer,1,₱0.00,₱0.00
74694,Matchaholic,Matcha,2,₱0.00,₱0.00
74694,Sisig Rice Bowl,Entree,2,₱450.00,₱900.00
74694,Under the Summer Sun,Cocktail,2,₱0.00,₱0.00
74694,Beef Salpicao,Entree,2,₱545.00,"₱1,090.00"
74696,Mac & Cheese,Pasta,1,₱445.00,₱445.00
74696,Pinoy Charcuterie,Appetizer,1,₱495.00,₱495.00
74696,Salmon Rice,Entree,1,₱665.00,₱665.00
74696,Shrimp Salpicao,Entree,2,₱415.00,₱830.00
74696,Fries,Side Dish,1,₱95.00,₱95.00
74698,Dynamite Ala Carte,Appetizer,1,₱155.00,₱155.00
74698,Marrow Brulee,Appetizer,1,₱365.00,₱365.00
74698,Sausage Diablo,Appetizer,1,₱360.00,₱360.00
74698,Caesar,Salad,1,₱365.00,₱365.00
74698,Simple Affogato,Coffee,1,₱245.00,₱245.00
74701,Beer Caramel,Beer,2,₱235.00,₱470.00
74701,Pink Margarita,Cocktail,2,₱325.00,₱650.00
74704,Lychee Shake,Shake,2,₱225.00,₱450.00
74704,Baletea,Tea,2,₱205.00,₱410.00
74704,Spanish Latte,Coffee,2,₱195.00,₱390.00
74704,Matcha Holic,Matcha,1,₱355.00,₱355.00
74707,Chicken in a Basket,Appetizer,2,₱395.00,₱790.00
74707,Happy Hour 595+,Promos & Freebies,2,₱665.00,"₱1,330.00"
74707,Bucket Cerveza Negra,Beer,1,₱750.00,₱750.00
74707,Dirty Matcha,Coffee,1,₱225.00,₱225.00
74707,UT-Pork Bowl,Entree,2,₱595.00,"₱1,190.00"
74711,Trash Can,Cocktail,2,₱395.00,₱790.00
74711,Truffle Parmesan Fries,Appetizer,2,₱325.00,₱650.00
74711,Truffle Pasta,Pasta,2,₱435.00,₱870.00
74711,Coke Regular,Drinks,1,₱105.00,₱105.00
74711,Salmon Rice,Entree,1,₱665.00,₱665.00
74713,Warm Poke Bowl,Entree,2,₱625.00,"₱1,250.00"
74713,Oxtail Soup,Soup,1,₱795.00,₱795.00
74713,San Mig Pilsen,Beer,2,₱0.00,₱0.00
74713,Beef Salpicao,Entree,1,₱545.00,₱545.00
74714,K3,Others,2,₱245.00,₱490.00
74714,Gin & Tonic,Hard Liquor,2,₱345.00,₱690.00
74714,Cocoa Wonka,Drinks,1,₱245.00,₱245.00
74717,Sop,Pizza,2,₱425.00,₱850.00
74717,Free Pudding,Promos & Freebies,1,₱0.00,₱0.00
74717,Plain Rice,Add-ons,1,₱65.00,₱65.00
74717,Murica,Coffee,2,₱150.00,₱300.00
74717,Twerk It,Boozy Coffee,2,₱345.00,₱690.00
74719,Beer Peach,Beer,1,₱0.00,₱0.00
74719,Cocoa Wonka,Drinks,1,₱245.00,₱245.00
74722,Pinoy Charcuterie,Appetizer,2,₱495.00,₱990.00
74722,Egg,Add-ons,2,₱40.00,₱80.00
74725,Seafood Chowda,Soup,2,₱365.00,₱730.00
74725,Bucket Assorted,Beer,2,₱750.00,"₱1,500.00"
74725,Red Sangria,Cocktail,1,₱345.00,₱345.00
74725,Mango Tapioca,Dessert,2,₱245.00,₱490.00
74725,Cocoa Wonka,Drinks,2,₱245.00,₱490.00
74727,Sisig Rice Bowl,Entree,1,₱415.00,₱415.00
74727,Schweppes Tonic Water,Drinks,2,₱105.00,₱210.00
74727,Glass Baletea,Tea,2,₱105.00,₱210.00
74727,Chicken Parm,Entree,1,₱495.00,₱495.00
74729,Cocoa Wonka,Drinks,2,₱245.00,₱490.00
74729,Hazelnut Macchiato,Coffee,2,₱205.00,₱410.00
74729,Red Sangria,Cocktail,1,₱345.00,₱345.00
74731,Pixiedust,Cocktail,1,₱0.00,₱0.00
74731,Cappuccino,Coffee,1,₱185.00,₱185.00
74731,Bucket Assorted,Beer,1,₱750.00,₱750.00
74731,Bucket Cerveza Negra,Beer,2,₱750.00,"₱1,500.00"
74733,Chicken in a Basket,Appetizer,1,₱395.00,₱395.00
74733,Bread Pudding,Dessert,2,₱215.00,₱430.00
74733,Pink Margarita,Cocktail,2,₱325.00,₱650.00
74733,Taco,Appetizer,2,₱345.00,₱690.00
74734,Green Mango Shake,Shake,1,₱225.00,₱225.00
74734,Plain Rice,Add-ons,2,₱65.00,₱130.00
74734,Shrimp Po Boy,Burger/Wrap & More,2,₱455.00,₱910.00
74736,C3,Drinks,1,₱245.00,₱245.00
74736,Truffle Shuffle,Pasta,2,₱435.00,₱870.00
74736,Corned Beef Plate,Breakfast,2,₱199.00,₱398.00
74736,Coke Regular,Drinks,1,₱105.00,₱105.00
74736,Chicken in a Basket,Appetizer,2,₱395.00,₱790.00
74738,Marrow Brulee,Appetizer,2,₱365.00,₱730.00
74738,Garlic Rice,Add-ons,1,₱95.00,₱95.00
74738,Free Pudding,Promos & Freebies,1,₱0.00,₱0.00
74739,Pinoy Charcuterie,Appetizer,2,₱495.00,₱990.00
74739,Caesar,Salad,1,₱365.00,₱365.00
74743,C3,Drinks,1,₱245.00,₱245.00
74743,Beef and Shrimp Salpicao,Entree,1,₱895.00,₱895.00
74743,Chicken Rice,Entree,1,₱405.00,₱405.00
74743,Kiss of Death,Cocktail,1,₱550.00,₱550.00
74743,Cappuccino,Coffee,2,₱185.00,₱370.00
74746,Bunwich Ala UTB,Burger/Wrap & More,1,₱375.00,₱375.00
74746,Fries,Side Dish,1,₱95.00,₱95.00
74746,Chicken Parm,Entree,1,₱495.00,₱495.00
74747,Strawberry Lychee Shake,Shake,1,₱255.00,₱255.00
74747,Squash Soup,Soup,2,₱315.00,₱630.00
74747,Coke Regular,Drinks,2,₱125.00,₱250.00
74747,Salis Curry Steak,Entree,2,₱425.00,₱850.00
74747,UTB Burger,Burger/Wrap & More,1,₱425.00,₱425.00
74748,Sausage Angel,Appetizer,1,₱325.00,₱325.00
74748,Matchaholic,Matcha,1,₱0.00,₱0.00
74748,Bucket Cerveza Negra,Beer,2,₱750.00,"₱1,500.00"
74750,Caramel Macchiato,Coffee,2,₱195.00,₱390.00
74750,Red Sangria,Cocktail,1,₱345.00,₱345.00
74750,Butter Toast,Side Dish,1,₱45.00,₱45.00
74752,SOP,Pizza,1,₱425.00,₱425.00
74752,Pork Bowl,Entree,2,₱595.00,"₱1,190.00"
74755,Warm Poke Bowl,Entree,2,₱625.00,"₱1,250.00"
74755,Sausage Diablo,Appetizer,2,₱325.00,₱650.00
74758,Trash Can,Cocktail,2,₱395.00,₱790.00
74758,Superdry,Beer,1,₱0.00,₱0.00
74758,Free Pudding,Promos & Freebies,1,₱0.00,₱0.00
74758,Sisig Rice Bowl,Entree,1,₱415.00,₱415.00
74760,Seafood Chowda,Soup,1,₱365.00,₱365.00
74760,Cerveza Negra,Beer,2,₱150.00,₱300.00
74760,Bucket Pilsen,Beer,2,₱600.00,"₱1,200.00"
74760,Strawberry Frappe,Frappe,1,₱255.00,₱255.00
74760,Asian Chicken,Salad,2,₱365.00,₱730.00
74764,Yolo,Shake,1,₱290.00,₱290.00
74764,Oxtail Soup,Soup,1,₱795.00,₱795.00
74764,Chicken Parm,Entree,2,₱495.00,₱990.00
74764,Strawberry Frappe,Frappe,2,₱255.00,₱510.00
74766,Salis Curry Steak,Entree,2,₱425.00,₱850.00
74766,Free Chicharon,Promos & Freebies,1,₱0.00,₱0.00
74766,Pitcher Red Sangria,Cocktail,2,₱650.00,"₱1,300.00"
74766,Bread Pudding,Dessert,1,₱215.00,₱215.00
74767,Negra,Beer,2,₱0.00,₱0.00
74767,Tapsi & More,Entree,2,₱425.00,₱850.00
74767,Tokwat Porky Pig,Entree,2,₱395.00,₱790.00
74767,Container,Packaging,1,₱10.00,₱10.00
74770,Salmon Rice,Entree,1,₱665.00,₱665.00
74770,Oxtail Soup,Soup,1,₱795.00,₱795.00
74770,Glass Baletea,Tea,2,₱105.00,₱210.00
74770,Mac & Cheese,Pasta,2,₱445.00,₱890.00
74772,Pork Sisig,Entree,1,₱345.00,₱345.00
74772,Tailgate Ribs,Entree,1,₱595.00,₱595.00
74774,Seafood Chowda,Soup,2,₱365.00,₱730.00
74774,Cajun Pasta,Pasta,2,₱425.00,₱850.00
74774,Chicken in a Basket,Appetizer,1,₱395.00,₱395.00
74774,Baletea,Tea,1,₱205.00,₱205.00
74774,Trash Can,Dessert,2,₱395.00,₱790.00
74778,Mac & Cheese,Pasta,1,₱445.00,₱445.00
74778,Batwan Beef Stew,Entree,2,₱725.00,"₱1,450.00"
74778,Pinoy Charcuterie,Appetizer,2,₱495.00,₱990.00
